subject_code,subject,tik_number,tik_name,tik_classifier_id,uik_count,uik_voting_address_count,missing_uik_voting_address_count,tik_address_present,tik_phone_present,fallback_present,priority_missing_uiks
14,Республика Саха (Якутия),14,Ленская,f59c54e4-2381-40c1-a0b0-b4a2c794f08f,36,0,36,0,0,0,36
14,Республика Саха (Якутия),29,Усть-Алданская,02703721-8a0d-4fe8-935b-bcfd5a7ed54f,36,0,36,0,0,0,36
16,Республика Татарстан (Татарстан),22,Дрожжановская,db4e64d2-7eb0-49a2-9433-9f73c8b69983,36,0,36,0,0,0,36
16,Республика Татарстан (Татарстан),37,Камско-Устьинская,ac78f444-126b-4fdf-9905-01cad6560ca1,36,0,36,0,0,0,36
17,Республика Тыва,6,Кызылская городская,71d12b30-9a87-4f9e-aef1-88ea2e4f5fc9,36,0,36,0,0,0,36
20,Чеченская Республика,6,"Грозный, Ахматовская",1c94f5f6-16f2-452f-83d0-c960084e01c6,36,0,36,0,0,0,36
20,Чеченская Республика,11,Курчалоевская,71c8e5ba-bdda-4f6f-9f82-ae791bf82f36,36,0,36,0,0,0,36
20,Чеченская Республика,17,Шалинская,4a969650-016e-4f15-a915-1ba3b5490995,36,0,36,0,0,0,36
22,Алтайский край,9,"Барнаул, Октябрьская",7067de4b-13f3-4100-8ba6-971399fd3f45,36,0,36,0,0,0,36
23,Краснодарский край,46,Центральная г. Сочи,3bec379d-c4fa-4106-b00e-f0387bd26f8a,36,0,36,0,0,0,36
26,Ставропольский край,7,Георгиевская,27cb0c22-1d6e-448f-93e0-0c22189d0afa,36,0,36,0,0,0,36
26,Ставропольский край,12,Ипатовская,42a8880f-1dc1-4d0c-8274-aaf06057c580,36,0,36,0,0,0,36
26,Ставропольский край,28,Советская,ab7c6eb5-cd39-41e5-8b61-e1bb0225a2af,36,0,36,0,0,0,36
26,Ставропольский край,30,"Ставрополь, Октябрьская",87c5dd62-e8c2-4678-9cff-bd523198e666,36,0,36,0,0,0,36
32,Брянская область,33,Унечская,1db2c508-679f-47fe-9173-abbd6caec76f,36,0,36,0,0,0,36
33,Владимирская область,20,Собинская,3c9563a2-db24-493e-909c-d7b501e81e09,36,0,36,0,0,0,36
34,Волгоградская область,19,Камышинская,0adb4c9f-49ac-42c7-b9e3-77933a5ccd62,36,0,36,0,0,0,36
35,Вологодская область,11,Грязовецкая,fa803dee-16d0-4a7a-9239-bc76e6298b46,36,0,36,0,0,0,36
36,Воронежская область,39,Эртильская,7fff8e27-5950-4ff1-80df-9c8d37d735d1,36,0,36,0,0,0,36
40,Калужская область,16,Малоярославецкая,d6077d00-e923-452b-af16-dde7717f29c3,36,0,36,0,0,0,36
43,Кировская область,48,Яранская,c859ae8f-6139-4430-b1e2-4b5b8ac9a941,36,0,36,0,0,0,36
43,Кировская область,50,"Киров, Октябрьская 2",0aa126ba-114d-430b-9a60-be5bb2112654,36,0,36,0,0,0,36
45,Курганская область,6,Каргапольская,e2472b15-a79e-4a60-b783-eab42ceeddec,36,0,36,0,0,0,36
46,Курская область,11,"Курск, Железнодорожная",150cfefa-67bc-4a1c-ac60-c88bb2dc8d6e,36,0,36,0,0,0,36
46,Курская область,26,Cуджанская,13a2c645-5d2a-42cf-9ee9-976adf2769df,36,0,36,0,0,0,36
54,Новосибирская область,16,Краснозерский район,9e5b185e-5bcb-4a44-90ef-44a434dddd47,36,0,36,0,0,0,36
54,Новосибирская область,21,Маслянинский муниципальный округ,55288ddd-f67b-4353-ae7b-241e661561a3,36,0,36,0,0,0,36
56,Оренбургская область,10,Бузулукская городская,44b57691-086e-4a5d-b37f-6662db467cdf,36,0,36,0,0,0,36
56,Оренбургская область,45,Сорочинская городская,86173039-3bd6-444e-b45c-4bd651d94f0d,36,0,36,0,0,0,36
60,Псковская область,14,Островская,a9881a04-c0de-440f-900b-c2a98c30fdec,36,0,36,0,0,0,36
61,Ростовская область,12,Гуковская городская,4449e9fe-00c1-4d5e-81da-f92e4f780395,36,0,36,0,0,0,36
67,Смоленская область,18,Сафоновская,47d9f89a-3f22-48f1-b29d-067c4f216f68,36,0,36,0,0,0,36
67,Смоленская область,29,Ярцевская,7bd5e4d1-42e9-421c-ab01-ecdde2311b4d,36,0,36,0,0,0,36
69,Тверская область,14,Кимрская,96f3ccec-7a01-4d97-b932-87802834004f,36,0,36,0,0,0,36
78,город Санкт-Петербург,215,ТИК №13 (215),d05be0d4-7354-497e-a0ed-eac2eb1aab21,36,0,36,0,0,0,36
95,Донецкая Народная Республика,16,ТИК №16,f6c1fe7d-c49f-495a-9925-ebeb3e08aea1,36,0,36,0,0,0,36
95,Донецкая Народная Республика,36,ТИК №36,5d6b0724-3b45-4b5e-9b41-0e2f0eee3c7e,36,0,36,0,0,0,36
96,Луганская Народная Республика,1,ТИК Артемовского района города Луганска,01e004c7-f403-45c6-9bf9-731a703af3db,36,0,36,0,0,0,36
96,Луганская Народная Республика,25,ТИК города Свердловска и Свердловского района,9ab1a63e-1196-4228-b720-8e94ad5b009e,36,0,36,0,0,0,36
96,Луганская Народная Республика,30,ТИК города Стаханова,ab7598f4-5f53-425f-a6e1-69158da4e9f7,36,0,36,0,0,0,36
3,Республика Башкортостан,30,Калтасинская,eac3dce2-caaf-4303-9e37-51e9a0e24d64,35,0,35,0,0,0,35
3,Республика Башкортостан,53,"г. Уфа,  Демская",1fdacd88-3d80-4183-88a0-bd97e6ad9a16,35,0,35,0,0,0,35
3,Республика Башкортостан,62,Федоровская,84502bd8-0a1e-4561-9ef1-bee350a48ffd,35,0,35,0,0,0,35
4,Республика Бурятия,8,Иволгинская,d0118b04-a6ac-4bce-a144-2644cf5b86ca,35,0,35,0,0,0,35
16,Республика Татарстан (Татарстан),43,Менделеевская,a9ccedb5-7309-4b00-b60f-c22970c3e7f0,35,0,35,0,0,0,35
21,Чувашская Республика - Чувашия,5,Вурнарская,2b621cfb-f7b6-4cc1-9b6e-a4023b8c889e,35,0,35,0,0,0,35
21,Чувашская Республика - Чувашия,18,Цивильская,484241f2-224d-4cec-9d3c-f9a147c6768c,35,0,35,0,0,0,35
24,Красноярский край,23,Территориальная избирательная комиссия № 1 Ирбейско-Саянского округа Красноярского края,c7c5e8b2-91fe-4eb4-9833-f498a3e954f7,35,0,35,0,0,0,35
24,Красноярский край,60,Территориальная избирательная комиссия Шушенского округа Красноярского края,f0aa29c8-adb9-4a0a-91b6-eaaede8075d8,35,0,35,0,0,0,35
25,Приморский край,5,ТИК №1 Ленинского района города Владивостока,059b9836-0d03-4ff6-bb0c-c35adf9fd3d4,35,0,35,0,0,0,35
25,Приморский край,17,ТИК Михайловского района,f95cbab9-b85e-4921-9bea-5c0e2483a0c7,35,0,35,0,0,0,35
31,Белгородская область,8,Грайворонская,ad68e621-e44b-4dd3-9f39-f0ccfe3d6e5c,35,0,35,0,0,0,35
32,Брянская область,12,Жуковская,cbefc5f6-9e1d-4e6b-9a38-d3e7fcd6b88b,35,0,35,0,0,0,35
36,Воронежская область,31,Подгоренская,e60a69a1-17f5-4776-b0bf-fd766e3bbe4f,35,0,35,0,0,0,35
40,Калужская область,3,Боровская,8e9f6758-430f-4e62-ae93-ad858b1b8a29,35,0,35,0,0,0,35
45,Курганская область,4,Далматовская,69a0a5a3-36d8-4403-b876-1a14f4de6fea,35,0,35,0,0,0,35
50,Московская область,3,Лобня (119 округ ГД),9a2eb51a-1cff-4a2e-ab92-b7dcdb5bb08b,35,0,35,0,0,0,35
55,Омская область,1,ТИК по Азовскому НН району,343940dd-20f3-4813-8f99-e905fee00b12,35,0,35,0,0,0,35
55,Омская область,12,ТИК по Марьяновскому району,1b1435b5-686d-4f99-9a46-24461862f2a8,35,0,35,0,0,0,35
55,Омская область,28,ТИК по Тевризскому району,9330898c-e92d-44a4-8e4d-e14c16691e35,35,0,35,0,0,0,35
55,Омская область,40,ТИК по Омскому району (Округ № 142),62874c26-3a88-4f94-bc04-b8df7276f549,35,0,35,0,0,0,35
56,Оренбургская область,7,Бугурусланская,b78c3037-10a2-43af-8334-140f433de170,35,0,35,0,0,0,35
56,Оренбургская область,47,Тоцкая,740e376f-620a-46d8-a199-f7a4857bbd2a,35,0,35,0,0,0,35
61,Ростовская область,28,Матвеево-Курганская,70a7c0da-3533-411a-ac97-83e57f839742,35,0,35,0,0,0,35
62,Рязанская область,25,Скопинская,7ef3058b-3b83-45d1-a75b-e0bb481d1214,35,0,35,0,0,0,35
63,Самарская область,16,Кошкинская,32b0654c-2050-4eba-9391-02aa06b3ac88,35,0,35,0,0,0,35
63,Самарская область,41,"Тольятти, Комсомольская",b0c74a90-97e1-4303-a00e-e63da21d58d1,35,0,35,0,0,0,35
69,Тверская область,2,Бежецкая,b4e99447-400e-4aee-823c-5f652aaa3108,35,0,35,0,0,0,35
71,Тульская область,24,"Тула, Советская",4e6e7483-f250-4d0d-bf8c-4eb75ccdc1f0,36,1,35,0,0,0,35
72,Тюменская область,24,Упоровская ТИК,ad880e1f-e8ec-494a-8337-6573f74781c2,35,0,35,0,0,0,35
73,Ульяновская область,8,Майнская,9eb6ae58-749a-4030-9e2e-1a22b9053b3e,35,0,35,0,0,0,35
91,Камчатский край,4,Елизовская,dda0cbaa-2ebf-4139-a194-8d91acc9f2f6,35,0,35,0,0,0,35
94,город Севастополь,1,Балаклавская,60fb2344-07af-4fbd-8ad9-bbd3fdbe0824,35,0,35,0,0,0,35
96,Луганская Народная Республика,5,ТИК города Алчевска,78923a97-25e2-4961-bbf5-83368c367997,35,0,35,0,0,0,35
97,Запорожская область,10,Куйбышевская,da513dc3-146a-4fb2-b1a9-64065dd486ce,35,0,35,0,0,0,35
3,Республика Башкортостан,4,Архангельская,3928b4bf-606c-4036-b9a0-51e2e7c5038b,34,0,34,0,0,0,34
3,Республика Башкортостан,19,Бурзянская,bb2879c1-3b4c-4df4-a210-9c8c59f57e38,34,0,34,0,0,0,34
11,Республика Коми,1,Воркутинская городская,44bbc11a-d043-4ef6-894a-3a21af22ea4d,34,0,34,0,0,0,34
14,Республика Саха (Якутия),7,Верхневилюйская,84ba015e-2ea7-4c0b-86e8-e6b575603955,34,0,34,0,0,0,34
14,Республика Саха (Якутия),10,Вилюйская,2976bf32-dbaa-4345-9fd2-21bf864fc3f1,34,0,34,0,0,0,34
14,Республика Саха (Якутия),15,Мегино-Кангаласская,f90dbd9d-ce35-4c96-a10d-542569d59098,34,0,34,0,0,0,34
16,Республика Татарстан (Татарстан),15,Балтасинская,a6d9e722-669b-4fab-85d1-2af998674926,34,0,34,0,0,0,34
16,Республика Татарстан (Татарстан),62,Черемшанская,fe0168b0-bd63-4c63-99bf-25a9d6e2ab21,34,0,34,0,0,0,34
22,Алтайский край,43,Павловская,34f82a4b-7622-486f-b2ba-deea6734a1d8,34,0,34,0,0,0,34
22,Алтайский край,74,Шипуновская,73e7d9ee-a288-400a-a3e5-a89d4ef6df40,34,0,34,0,0,0,34
23,Краснодарский край,24,Кропоткинская,80bc2c5a-e032-45a5-abbc-390c6818b1bd,34,0,34,0,0,0,34
23,Краснодарский край,30,Ленинградская,0d904ed6-73a1-4019-8f39-5551352bd8e2,34,0,34,0,0,0,34
24,Красноярский край,30,Территориальная избирательная комиссия Железнодорожного района города Красноярска,8be9c601-bf7b-4fd9-b41e-936b6285fe82,34,0,34,0,0,0,34
30,Астраханская область,11,Красноярская,f47aaff0-bd41-4fd4-8020-4fd3e2090d15,34,0,34,0,0,0,34
32,Брянская область,14,Карачевская,b61c4baa-db05-4106-9fc7-fbad3888479e,34,0,34,0,0,0,34
34,Волгоградская область,5,"Волгоград, Кировская",948c4b4d-bd5e-4750-b719-4b8d110d54a0,34,0,34,0,0,0,34
36,Воронежская область,15,Грибановская,19da3105-9974-4f47-9801-bbaff2e31e59,34,0,34,0,0,0,34
40,Калужская область,7,Жуковская,52761286-4530-4bcd-bca5-9fdca607ba26,34,0,34,0,0,0,34
43,Кировская область,7,Вятскополянская,fef6cd2a-aaff-46cd-8881-8fbdaf87082c,34,0,34,0,0,0,34
51,Мурманская область,7,Кольская,6c766684-b66a-415f-9490-e6b5fde35163,34,0,34,0,0,0,34
54,Новосибирская область,5,Болотнинский район,0c29ddd6-6004-461f-b2d0-8154363b5d7f,34,0,34,0,0,0,34
55,Омская область,29,ТИК по Тюкалинскому району,bd6416c2-1131-4d99-bc95-5465235d1f62,34,0,34,0,0,0,34
56,Оренбургская область,9,Бузулукская,917406e9-50a5-472f-b4dc-99d6c62a4301,34,0,34,0,0,0,34
56,Оренбургская область,26,Октябрьская,1dd6aa4d-46aa-4022-830e-892ca225b379,34,0,34,0,0,0,34
61,Ростовская область,24,Константиновская,46b4fb06-efdd-4502-8127-463541e78d0b,34,0,34,0,0,0,34
61,Ростовская область,44,"Ростов-на-Дону, Железнодорожная",530e2fd8-4234-40fe-b760-b41e5de055b2,34,0,34,0,0,0,34
62,Рязанская область,20,"Рязань, Советская",fc77f2bf-a57e-46a3-951f-dbd1ba1ca5ff,34,0,34,0,0,0,34
62,Рязанская область,22,Сараевская,599dbdec-99e0-4079-bd69-7485ab1220eb,34,0,34,0,0,0,34
63,Самарская область,44,Чапаевская городская,f500dda5-48c5-46dc-a30f-acafd1309cb2,34,0,34,0,0,0,34
67,Смоленская область,3,Гагаринская,3ac7a0ea-76b9-4611-9ded-6c861aa5bcd6,34,0,34,0,0,0,34
69,Тверская область,22,Нелидовская,e65bec8a-edfa-4aa3-9b26-219c722ec5d2,34,0,34,0,0,0,34
76,Ярославская область,21,"Ярославль, Ленинская",a95dd4cf-47ba-4ae3-8b24-7a49b6984c1e,34,0,34,0,0,0,34
78,город Санкт-Петербург,214,ТИК №4 (214),7075efe6-3935-4bd4-873b-3afd45f80c21,34,0,34,0,0,0,34
90,Пермский край,6,Верещагинская,1d19de39-2619-4145-9ca8-21cd16d60d53,35,1,34,0,0,0,34
92,Забайкальский край,37,Шилкинская,9c48bbc3-067a-41bc-aefd-83662449a40d,34,0,34,0,0,0,34
93,Республика Крым,15,ТИК Первомайского района,265501a8-02f3-4b25-83ae-551f5c3cf89d,34,0,34,0,0,0,34
95,Донецкая Народная Республика,9,ТИК №9,b09defd8-0076-4c8c-abdc-38e013e01096,34,0,34,0,0,0,34
97,Запорожская область,12,Пологовская,9af9272f-76e7-400a-88e0-540883c2cd46,34,0,34,0,0,0,34
4,Республика Бурятия,7,Закаменская,afa7ec66-b25d-4b2a-950d-1e6d6d237a70,33,0,33,0,0,0,33
4,Республика Бурятия,21,Тункинская,75e353b9-f6ae-41aa-a163-ed5cde0cfb61,33,0,33,0,0,0,33
5,Республика Дагестан,8,Буйнакская,d12f0db2-6ff4-44ed-8c20-33fbe94aa237,33,0,33,0,0,0,33
5,Республика Дагестан,21,Карабудахкентская,fefb281d-de80-4e1c-878d-edce8f9b5013,33,0,33,0,0,0,33
5,Республика Дагестан,22,Каспийская городская,fa2036e0-34c6-4583-a6b1-5f69e130e6fb,33,0,33,0,0,0,33
16,Республика Татарстан (Татарстан),6,Алексеевская,d12ddc34-bc24-4aaa-aa6c-83bedab95e13,33,0,33,0,0,0,33
16,Республика Татарстан (Татарстан),20,Верхнеуслонская,241c06ec-294a-4a59-97dd-ea889e9f681c,33,0,33,0,0,0,33
16,Республика Татарстан (Татарстан),49,Нижнекамская,f154e4cf-d672-4f0e-b568-a195183e5fc0,33,0,33,0,0,0,33
16,Республика Татарстан (Татарстан),63,Чистопольская,feee9b4e-7ff7-4760-9dcf-33bd20016d22,33,0,33,0,0,0,33
18,Удмуртская Республика,19,Кезский район,485bd748-e92d-4db1-ace6-aede874337ad,33,0,33,0,0,0,33
18,Удмуртская Республика,24,Можгинский район,139d48e3-bd1d-40db-ac2a-2e123c8b6814,33,0,33,0,0,0,33
21,Чувашская Республика - Чувашия,2,Алатырская,fdf9e5a7-ed08-469f-92b6-bd78e30e428f,33,0,33,0,0,0,33
23,Краснодарский край,3,Апшеронская,9f409835-685c-4de9-a1ba-a4c819f5586a,33,0,33,0,0,0,33
24,Красноярский край,43,Территориальная избирательная комиссия № 2 Иланско-Нижнеингашского округа Красноярского края,6c1a02bb-2244-43ee-99dd-4b7fc394361b,33,0,33,0,0,0,33
24,Красноярский край,51,Территориальная избирательная комиссия № 2 Большемуртинско-Сухобузимского округа Красноярского края,8a0c39d3-923c-4922-9cb4-1e6eb92ad496,33,0,33,0,0,0,33
25,Приморский край,13,ТИК Кировского района,ea5ca4a5-0bb3-49bb-9675-95143e470b2f,33,0,33,0,0,0,33
26,Ставропольский край,17,Курская,840fa4a2-2461-447d-b131-a30ab43164b4,33,0,33,0,0,0,33
28,Амурская область,21,Серышевского округа,e6b3c357-c8a3-4d4a-99a3-78d74457ae75,33,0,33,0,0,0,33
33,Владимирская область,13,Киржачская,7a0ed698-cadc-46e3-a21e-842c375768b4,33,0,33,0,0,0,33
34,Волгоградская область,25,Михайловская,b11353ec-a0df-424a-8eeb-0e513a802298,33,0,33,0,0,0,33
43,Кировская область,24,Малмыжская,e7ac1941-5b91-4788-99dd-375ef467b8ae,33,0,33,0,0,0,33
43,Кировская область,31,Оричевская,1caefbb0-aebd-461c-a785-6807931bc54a,33,0,33,0,0,0,33
50,Московская область,1,Волоколамский (121 округ ГД),aefcde67-0259-4b13-9383-83c9e719fb7f,33,0,33,0,0,0,33
50,Московская область,3,Зарайск (120 округ ГД),fef7e583-9fe3-410f-8b6f-c2700514a87d,33,0,33,0,0,0,33
51,Мурманская область,4,Кандалакшская,85bae45f-a947-4006-a8c6-64bd7f4d3854,33,0,33,0,0,0,33
54,Новосибирская область,37,Сузунский муниципальный округ,43b53056-5b9a-4ed4-8cbe-251de14e936d,33,0,33,0,0,0,33
56,Оренбургская область,30,"Оренбург, Центральная",735b2205-efbe-4e6e-954a-c5287eb98b78,33,0,33,0,0,0,33
56,Оренбургская область,46,Ташлинская,eecd0f23-59c3-494a-be33-969ca2bae47d,33,0,33,0,0,0,33
61,Ростовская область,20,Кагальницкая,74d578c8-dcf6-40d1-adad-9441919a4239,33,0,33,0,0,0,33
63,Самарская область,2,Безенчукская,75668904-1947-4304-84d2-86883d321fcd,33,0,33,0,0,0,33
63,Самарская область,36,Сергиевская,c481cb5c-a380-4c59-ba5a-9e9f9d27c377,33,0,33,0,0,0,33
69,Тверская область,10,Калининская-178,756eb897-e1f1-4411-8771-559cc8d48f48,33,0,33,0,0,0,33
72,Тюменская область,12,Казанская ТИК,d8cbabc3-0a63-40aa-be6f-2e3f647658b7,33,0,33,0,0,0,33
73,Ульяновская область,27,Цильнинская,27799fcb-25a2-48b1-9ab9-b485e607e970,33,0,33,0,0,0,33
78,город Санкт-Петербург,215,ТИК №58 (215),af6fc7e3-9d09-48fc-847a-c83f43ce6d69,33,0,33,0,0,0,33
90,Пермский край,21,Нытвенская,eafe2190-aeea-4217-9dec-08af9352bee6,34,1,33,0,0,0,33
90,Пермский край,27,Пермская - 62,958225cb-8465-4089-a41a-30896ee155f0,35,2,33,0,0,0,33
92,Забайкальский край,4,Черновская г. Читы,f7748d26-013b-46da-b879-a558fc94ce73,33,0,33,0,0,0,33
92,Забайкальский край,29,Сретенская,9d4f3744-3260-4345-9bb1-622ad6dd2717,33,0,33,0,0,0,33
93,Республика Крым,1,ТИК города Алушты,c3ffa9ac-8051-4cdb-a58d-e4ff3cd359c7,33,0,33,0,0,0,33
93,Республика Крым,9,ТИК Кировского района,c6a4a489-45a9-4ff9-9545-0888814a37a1,33,0,33,0,0,0,33
3,Республика Башкортостан,11,Белокатайская,c9ddec98-d8fc-4150-a7b0-b6e3716af887,32,0,32,0,0,0,32
3,Республика Башкортостан,33,Кигинская,5a750699-0f0a-4ab3-b4db-966738b35232,32,0,32,0,0,0,32
3,Республика Башкортостан,43,Нуримановская,5d03cf31-2663-4dff-99e1-66ce34ae3d7d,32,0,32,0,0,0,32
3,Республика Башкортостан,48,Стерлибашевская,c7b0c1e2-3652-42f8-886a-594d45fe10a1,32,0,32,0,0,0,32
5,Республика Дагестан,3,Ахвахская,33544b97-eae4-4c4a-a2e1-263e7ae460da,32,0,32,0,0,0,32
7,Кабардино-Балкарская Республика,7,Прохладненская,bbe27807-d623-43f6-a0b2-a518855af541,32,0,32,0,0,0,32
10,Республика Карелия,17,Сегежская,67f44e19-e836-4566-ac39-1b0857b42a63,32,0,32,0,0,0,32
13,Республика Мордовия,20,Пролетарская,df4f4774-d91c-4795-9a0f-eb4d0fa08b42,32,0,32,0,0,0,32
14,Республика Саха (Якутия),16,Мирнинская,0870725f-37e5-4960-896d-37407759967c,32,0,32,0,0,0,32
16,Республика Татарстан (Татарстан),40,Лениногорская,daf6f13b-33eb-4b66-8489-1110baf0b6bc,32,0,32,0,0,0,32
23,Краснодарский край,58,Южная г. Новороссийска,3230ba72-1528-470f-bdfa-680e07b9112f,32,0,32,0,0,0,32
25,Приморский край,18,ТИК Надеждинского района,20b9b230-bee4-47eb-b16c-ceeb0fe651b7,32,0,32,0,0,0,32
28,Амурская область,18,Свободненского округа,e044fece-5444-4f03-a76d-0e4357f3cfdd,32,0,32,0,0,0,32
29,Архангельская область,25,Онежская,eb419148-1b6c-4223-ac21-213047b8a491,32,0,32,0,0,0,32
33,Владимирская область,14,Ковровская,45e018b0-c627-4971-9ac3-79b95bd04f2e,32,0,32,0,0,0,32
34,Волгоградская область,15,Еланская,41c57a6c-71e9-42ea-988c-ab3dc7e92975,32,0,32,0,0,0,32
34,Волгоградская область,16,Жирновская,5bdb4cf0-f18b-4974-86b1-3d22e3c50635,32,0,32,0,0,0,32
34,Волгоградская область,22,Котельниковская,9059d0c0-5656-49b1-8300-13cdd04e08fb,32,0,32,0,0,0,32
36,Воронежская область,32,Рамонская,4167a0ae-377d-4095-867e-49a22cd5b3dc,32,0,32,0,0,0,32
36,Воронежская область,38,Хохольская,894090ed-d742-4bfe-91d9-14a2ca3cf190,32,0,32,0,0,0,32
37,Ивановская область,28,Шуйская городская,7ee1ed50-b3b5-4629-a7db-aef756aea582,32,0,32,0,0,0,32
38,Иркутская область,26,Нукутская,5c23f0d1-8546-4444-b4b0-3a0aeb5130bb,32,0,32,0,0,0,32
40,Калужская область,13,Козельская,12e7c692-c498-4971-a60c-862bf5b87929,32,0,32,0,0,0,32
50,Московская область,2,Талдомский (127 округ ГД),4d90557f-838d-46c4-ba4b-19423ab544c3,32,0,32,0,0,0,32
54,Новосибирская область,1,Баганский район,60a3fc7b-21a5-4cee-988d-1fc482445f73,32,0,32,0,0,0,32
55,Омская область,15,ТИК по Называевскому району,f7d4812f-2dde-4afd-b1f1-87d081447255,32,0,32,0,0,0,32
55,Омская область,17,ТИК по Нововаршавскому району,458cd094-c053-4059-b21e-1493cca0683b,32,0,32,0,0,0,32
56,Оренбургская область,1,Абдулинская городская,5022bf9a-e67e-4e9c-89d6-b04c633684ac,32,0,32,0,0,0,32
56,Оренбургская область,34,"Орск, Советская",eb4576a6-c578-4a17-99cc-1c1d647c67df,32,0,32,0,0,0,32
56,Оренбургская область,36,Переволоцкая,45c84f06-dd0f-4146-815e-466b421b06f2,32,0,32,0,0,0,32
61,Ростовская область,56,Тацинская,367b4577-a928-4007-bcca-eacd8838da9a,32,0,32,0,0,0,32
62,Рязанская область,23,Сасовская,98b1d073-eb04-44fd-8370-7fd2d016afea,32,0,32,0,0,0,32
63,Самарская область,14,Кинельская городская,706af92b-b736-40e6-be82-df3eb42f7490,32,0,32,0,0,0,32
68,Тамбовская область,5,Инжавинская ТИК,3fc7ecd3-382f-4417-bbcb-de4f7180f9f6,32,0,32,0,0,0,32
69,Тверская область,19,Лихославльская,ee86be69-1c80-4266-8424-d0dd3a1ffd89,32,0,32,0,0,0,32
69,Тверская область,41,Удомельская,795dff71-0b83-4313-bd64-db6aa9492378,32,0,32,0,0,0,32
73,Ульяновская область,10,Николаевская,f08976d7-972a-4a5c-97cf-71f301ff4254,32,0,32,0,0,0,32
76,Ярославская область,5,Даниловская,16ad978c-8016-4c47-b95e-21647a038477,32,0,32,0,0,0,32
93,Республика Крым,16,ТИК Раздольненского района,47b9983d-c793-45d2-94d3-0b6646e013e5,32,0,32,0,0,0,32
93,Республика Крым,23,ТИК Советского района,67da9556-1300-4bfe-9c19-5f854d4a1544,32,0,32,0,0,0,32
97,Запорожская область,1,Мелитопольская 1,b8cda2fe-6b47-4980-b29a-757d665a7e17,32,0,32,0,0,0,32
5,Республика Дагестан,12,Гунибская,f9ebedce-347f-4fa9-9d3b-562d75c43e4f,31,0,31,0,0,0,31
13,Республика Мордовия,25,Чамзинская,4bf3f691-c49a-40c3-ab8b-2dd7ce6b9d88,31,0,31,0,0,0,31
14,Республика Саха (Якутия),26,Сунтарская,f7ce8dc8-53ad-4865-b1c3-2acd159be4fa,31,0,31,0,0,0,31
20,Чеченская Республика,3,Веденская,780b5d50-5bf3-4ae5-a274-6d3adc06fb57,31,0,31,0,0,0,31
21,Чувашская Республика - Чувашия,4,Батыревская,0b1a8768-f41e-47a4-9ed2-25fe1daee30b,31,0,31,0,0,0,31
21,Чувашская Республика - Чувашия,14,Моргаушская,2b4202fc-e1f6-4680-b989-f79246bed2a6,31,0,31,0,0,0,31
23,Краснодарский край,7,Брюховецкая,57e504e4-a6d1-40b9-b3fe-c5d1790cda54,31,0,31,0,0,0,31
23,Краснодарский край,37,Центральная г. Новороссийска,8b47edad-2f06-492c-9f63-a02a81af15e9,31,0,31,0,0,0,31
24,Красноярский край,38,Территориальная избирательная комиссия № 1 Енисейского округа Красноярского края,53986266-3600-4c87-abb5-efb1f1cec8d1,31,0,31,0,0,0,31
25,Приморский край,30,ТИК Хасанского района,d1715cb2-ee66-4a3f-a073-7e8bc7c7fef5,31,0,31,0,0,0,31
26,Ставропольский край,9,Ессентукская городская,f71d1aa1-4912-46f8-b210-114be6f80f87,31,0,31,0,0,0,31
28,Амурская область,3,города Белогорск,58749b60-c64b-4086-98be-b55c9595fd38,31,0,31,0,0,0,31
28,Амурская область,4,Благовещенского округа,34c58160-9475-4c14-b9c9-26e5f8961a1c,31,0,31,0,0,0,31
29,Архангельская область,7,Котласская городская,0cf6ce9c-57de-4fea-a197-68878ace4ba6,31,0,31,0,0,0,31
32,Брянская область,5,"Брянск, Фокинская",2b79728a-2e8b-4612-9e05-7ddd90ac4b09,31,0,31,0,0,0,31
32,Брянская область,31,Суражская,a5655bba-475a-4544-9411-58c05652189c,31,0,31,0,0,0,31
33,Владимирская область,12,Камешковская,18e6ec1c-7989-4285-8e45-cbae9b7036c5,31,0,31,0,0,0,31
36,Воронежская область,21,Нижнедевицкая,97a24c9d-72e6-4894-ba53-ef25d0b5f41c,31,0,31,0,0,0,31
38,Иркутская область,28,Осинская,c6a36157-d9d6-4268-8f15-432f08d5d9d2,31,0,31,0,0,0,31
38,Иркутская область,44,Шелеховская,24dc274e-808e-4b36-a138-25d54a946b42,31,0,31,0,0,0,31
43,Кировская область,29,Омутнинская,5ffbc6d9-9ee8-4eab-869f-f037d1e8dd47,31,0,31,0,0,0,31
43,Кировская область,38,Слободская,0bee9904-e646-47c0-a8bc-777277031808,31,0,31,0,0,0,31
44,Костромская область,10,Костромская,cbe464e3-de50-453b-85f0-9829775320e7,31,0,31,0,0,0,31
46,Курская область,7,Золотухинская,4c00ceea-32e0-401a-b09a-a73920f732c5,31,0,31,0,0,0,31
46,Курская область,24,Советская,ff546de6-8c27-4a36-8160-c5c76104baf6,31,0,31,0,0,0,31
48,Липецкая область,7,Елецкая,a975bce0-0c92-4638-a178-bb9e720ef009,31,0,31,0,0,0,31
54,Новосибирская область,10,город Искитим,e7b4f4b4-a85d-4f5e-a337-8c4778ec9bde,31,0,31,0,0,0,31
54,Новосибирская область,13,Колыванский район,f0ff5495-ed53-481b-aa5d-cd966359303b,31,0,31,0,0,0,31
