subject_code,subject,tik_number,tik_name,tik_classifier_id,uik_count,uik_voting_address_count,missing_uik_voting_address_count,tik_address_present,tik_phone_present,fallback_present,priority_missing_uiks
7,Кабардино-Балкарская Республика,3,Зольская,f8175158-6d6f-4117-9935-ba27f79b73e5,25,0,25,0,0,0,25
9,Карачаево-Черкесская Республика,8,по Усть-Джегутинскому району,43ef3cdd-caec-4d6c-beda-41644c49b7fe,25,0,25,0,0,0,25
16,Республика Татарстан (Татарстан),64,Чистопольская городская,103107b2-5722-4375-9a99-0b84f8c213c9,25,0,25,0,0,0,25
18,Удмуртская Республика,3,Вавожский район,dd0f31bc-5724-402b-8fc0-9cda4ea4f6e2,25,0,25,0,0,0,25
20,Чеченская Республика,7,"Грозный, Байсангуровская",0202c196-e953-4d9b-8fa6-8d0d1bf5d7ab,25,0,25,0,0,0,25
22,Алтайский край,31,Красногорская,4f3d5cce-ee1c-44a1-8a96-e9e1505d74e5,25,0,25,0,0,0,25
22,Алтайский край,37,Локтевская,2d2bfd6a-895d-4f59-a7ce-535b47a91b4e,25,0,25,0,0,0,25
22,Алтайский край,55,Смоленская,ae0a67b9-4a83-48bc-9b29-f12d5063abc5,25,0,25,0,0,0,25
24,Красноярский край,44,Территориальная избирательная комиссия № 2 Балахтинско-Новоселовского округа Красноярского края,7a5176c2-14a4-4f59-a11f-9ad345bd08e7,25,0,25,0,0,0,25
25,Приморский край,2,ТИК города Арсеньева,f4548a79-b97a-4b05-a5ae-a92991bee538,25,0,25,0,0,0,25
25,Приморский край,10,ТИК Дальнегорского района,ef663e52-9ca0-4b94-8f89-21b520302450,25,0,25,0,0,0,25
25,Приморский край,24,ТИК Пограничного района,55b155b9-f482-45d0-bc71-8543fd54862c,25,0,25,0,0,0,25
25,Приморский край,29,ТИК Ханкайского района,2cb9e9da-0b83-43bc-9477-baaa3cb5835d,25,0,25,0,0,0,25
26,Ставропольский край,37,Георгиевская городская,2567be3b-1121-4097-b847-3286d8b7f26d,25,0,25,0,0,0,25
27,Хабаровский край,4,Ванинская,6f317419-2f55-414c-b2a6-ee4033e716f8,48,23,25,0,0,0,25
28,Амурская область,13,Мазановского округа,ae921dca-d362-4a35-9ff2-e02856b5f36b,25,0,25,0,0,0,25
29,Архангельская область,2,"Архангельск, Ломоносовская",97907524-1862-4f5a-a2ce-ba77e5540ba7,25,0,25,0,0,0,25
29,Архангельская область,18,Коношская,f16835be-f942-4a6e-9498-4ef236ff277e,25,0,25,0,0,0,25
29,Архангельская область,24,Няндомская,ac47da47-695b-4c26-95a2-a6f7f4000a3e,25,0,25,0,0,0,25
31,Белгородская область,4,Борисовская,a6392602-78c1-4cbe-9734-6349118f3478,25,0,25,0,0,0,25
34,Волгоградская область,3,"Волгоград, Ворошиловская",c37cc320-5864-408f-a2a3-5aeb86fb4b4a,25,0,25,0,0,0,25
34,Волгоградская область,44,Михайловская городская,9c6ce268-c34d-41fc-9bee-85ca80d73ce1,25,0,25,0,0,0,25
43,Кировская область,2,Афанасьевская,9b61d39b-7bf5-48ad-9aac-87e6d32afc17,25,0,25,0,0,0,25
43,Кировская область,3,Белохолуницкая,a981c874-ebe6-40a3-a6ab-d2b5c18e3f3f,25,0,25,0,0,0,25
45,Курганская область,2,Белозерская,16384ea7-6f7b-4f01-b2e9-d6e9bac320cf,25,0,25,0,0,0,25
46,Курская область,5,Дмитриевская,96d3ceb6-f3c0-412d-b4be-2207ed24d159,25,0,25,0,0,0,25
46,Курская область,10,Кореневская,09ba2291-eb7d-4e7b-8ec6-b77e0c103641,25,0,25,0,0,0,25
48,Липецкая область,6,Долгоруковская,517a9307-9e9b-4bb6-857f-b41679738321,25,0,25,0,0,0,25
48,Липецкая область,13,Лев-Толстовская,b15798d5-2792-4dc2-8a2a-cd150a5e2901,25,0,25,0,0,0,25
50,Московская область,3,Лосино-Петровский (129 округ ГД),3f5b876f-f07d-4698-86f6-69381bbaf75f,25,0,25,0,0,0,25
50,Московская область,4,Фрязино (129 округ ГД),dd2e06ac-50dd-48cd-86a2-c008a537682d,25,0,25,0,0,0,25
51,Мурманская область,1,Апатитская,7f7c8cb0-7333-44a3-805c-560f444baa24,25,0,25,0,0,0,25
51,Мурманская область,9,Мончегорская,64faf2d9-3311-438b-99c6-90a4642b9c59,25,0,25,0,0,0,25
55,Омская область,5,ТИК по Знаменскому району,7329627c-7935-4f25-b56f-c6adf7862db2,25,0,25,0,0,0,25
56,Оренбургская область,41,Северная,85c58d7d-1df0-49e7-8c21-c6d3c324e85a,25,0,25,0,0,0,25
57,Орловская область,11,Кромская,3c815ed4-ac6a-430c-b57a-c8b4822d6304,25,0,25,0,0,0,25
57,Орловская область,13,Ливенская городская,58f1644b-21c1-43a2-9f7a-4bf150323e8b,25,0,25,0,0,0,25
57,Орловская область,16,Мценская городская,f353e176-9ea1-487c-ba9e-925f64bd389b,25,0,25,0,0,0,25
61,Ростовская область,13,Донецкая городская,1a7d3b74-2e50-4842-9ccb-be50c0524cc3,25,0,25,0,0,0,25
63,Самарская область,1,Алексеевская,b289fb16-8520-4392-bff8-d05684a5fe33,25,0,25,0,0,0,25
63,Самарская область,9,Жигулевская городская,7dbc5c2e-9781-4b99-ab1a-ccea3c8e7647,25,0,25,0,0,0,25
63,Самарская область,19,Нефтегорская,673ed7e1-3cf9-47fb-9b1c-914e61ba218c,25,0,25,0,0,0,25
63,Самарская область,38,Сызранская,a59d49a6-570d-45e3-8a4a-42590ccd5a26,25,0,25,0,0,0,25
64,Саратовская область,13,Екатериновская,e460eb38-db7b-4e2f-aa33-7bec5d69a01c,25,0,25,0,0,0,25
68,Тамбовская область,29,Токарёвская ТИК,f478d100-324d-4413-997e-7f53d00f2e3d,25,0,25,0,0,0,25
69,Тверская область,11,Калязинская,8eba2675-89ca-41a7-8229-652b4c139bbf,25,0,25,0,0,0,25
69,Тверская область,34,Старицкая,e0483d5c-f886-453e-8c6c-afb2bbfbf2e5,25,0,25,0,0,0,25
70,Томская область,11,Территориальная избирательная комиссия Молчановского района,51515c6f-a9d2-4eb6-abb3-fcb4d5075fa3,25,0,25,0,0,0,25
70,Томская область,22,Территориальная избирательная комиссия Чаинского района,5e69f3c8-2f87-4ff2-8a80-43df1a23e0ee,25,0,25,0,0,0,25
70,Томская область,23,Территориальная избирательная комиссия Шегарского района,ab0a2ff7-b308-4505-9a4d-84416c00af7a,25,0,25,0,0,0,25
72,Тюменская область,26,Ялуторовская ТИК,806a3c8c-d40c-4108-ab21-a87748915224,25,0,25,0,0,0,25
73,Ульяновская область,7,Кузоватовская,a0ae3599-2ce2-45d9-b421-17b63b9262a8,25,0,25,0,0,0,25
73,Ульяновская область,17,Старомайнская,00aa308a-f4f1-4cfd-9dc0-e30eb7a7c2f8,25,0,25,0,0,0,25
73,Ульяновская область,18,Сурская,f6b49eea-e343-4686-b95d-3821286c1064,25,0,25,0,0,0,25
76,Ярославская область,4,Гаврилов-Ямская,3977e0b1-2bbd-4736-9998-83f6693dac10,25,0,25,0,0,0,25
76,Ярославская область,12,Пошехонская,2eba6941-0a82-4a21-af2c-b09f5516758c,25,0,25,0,0,0,25
78,город Санкт-Петербург,211,ТИК №50 (211),a552aa98-d4b9-44a5-889f-57d5e4e48b74,25,0,25,0,0,0,25
90,Пермский край,13,Карагайская,225823ab-e941-43fa-a27d-7684fec5f9a9,26,1,25,0,0,0,25
90,Пермский край,26,Очерская,bbf90e0d-fa24-475d-a051-c7edc1e5f4ad,26,1,25,0,0,0,25
92,Забайкальский край,2,Ингодинская г. Читы,dfdb326a-1390-4a7d-a7db-a5bbf81adf8a,25,0,25,0,0,0,25
96,Луганская Народная Республика,22,ТИК города Ровеньки,18fa9405-042e-4d6f-b121-f956ceb7e037,25,0,25,0,0,0,25
1,Республика Адыгея (Адыгея),2,Гиагинская,b9dcf14c-d1d5-4bfe-b5eb-7be3f7771d98,24,0,24,0,0,0,24
2,Республика Алтай,1,Горно-Алтайская городская,2a30429b-3a2c-4370-a073-e72e266c3357,24,0,24,0,0,0,24
3,Республика Башкортостан,15,Благоварская,e17be912-49f6-4b9c-9320-5315cc6b6cea,24,0,24,0,0,0,24
3,Республика Башкортостан,60,Уфимская  (3),ef76ee21-5227-4280-b3cd-b371a1016ae1,24,0,24,0,0,0,24
5,Республика Дагестан,31,Лакская,3e70c5a9-6251-4cc9-b5f1-f6e05a212750,24,0,24,0,0,0,24
16,Республика Татарстан (Татарстан),41,Лениногорская городская,cdc83929-2978-4125-97c5-9fbfc55a56fe,24,0,24,0,0,0,24
16,Республика Татарстан (Татарстан),65,Ютазинская,c2b52638-23fe-4cff-8505-fd173b955095,24,0,24,0,0,0,24
21,Чувашская Республика - Чувашия,28,Янтиковская,7bae150e-9639-4efa-9698-65f2665f88c2,24,0,24,0,0,0,24
22,Алтайский край,30,Косихинская,753b49fb-73c5-4949-a0cb-c21c175c8f07,24,0,24,0,0,0,24
22,Алтайский край,34,Кулундинская,a74c9480-df6f-4a2a-acac-768b8686583b,24,0,24,0,0,0,24
22,Алтайский край,63,Топчихинская,0516d988-9f1c-4309-bb0c-c5d248c42b23,24,0,24,0,0,0,24
23,Краснодарский край,40,Приморско-Ахтарская,569b7ef3-0e55-4330-92bb-69923fcb428d,24,0,24,0,0,0,24
23,Краснодарский край,55,Успенская,ddf95aa6-4a9c-4d2a-b83f-0639e20f3b32,24,0,24,0,0,0,24
25,Приморский край,12,ТИК Кавалеровского района,501c99ef-438e-4602-b486-7069c0f175c1,24,0,24,0,0,0,24
25,Приморский край,23,ТИК Партизанского района,6bc5f671-f8df-4feb-961d-d26b9b531dbb,24,0,24,0,0,0,24
25,Приморский край,35,ТИК Яковлевского района,539e9790-bfdc-4bfd-bc94-0a392a0c4e54,24,0,24,0,0,0,24
25,Приморский край,37,ТИК Дальнереченского района,8385283a-f71c-48d9-91ce-bfbdbacc15ad,24,0,24,0,0,0,24
26,Ставропольский край,1,Александровская,30bcc9e1-7a05-4ece-8eb8-168c58845b01,24,0,24,0,0,0,24
26,Ставропольский край,2,Андроповская,72344046-d923-4fd1-9ab5-177fa499c1cd,24,0,24,0,0,0,24
26,Ставропольский край,13,Кировская,1bd78bb5-5342-4247-9c77-3cd93a3b6ef7,24,0,24,0,0,0,24
29,Архангельская область,30,Холмогорская,a9e98413-1ef9-46e2-85ed-d7cc2a7c687b,24,0,24,0,0,0,24
32,Брянская область,7,Выгоничская,58367a6b-aca2-4777-8905-dd261e6b23f0,24,0,24,0,0,0,24
32,Брянская область,16,Климовская,1386dd60-543e-4291-86eb-1d610f1362ba,24,0,24,0,0,0,24
34,Волгоградская область,23,Котовская,52bb7e1c-ff32-42c7-bd6a-00bc98b315ba,24,0,24,0,0,0,24
34,Волгоградская область,45,Урюпинская,b708dd1c-2838-4f23-a83a-7733099c5fc1,24,0,24,0,0,0,24
36,Воронежская область,8,Воробьевская,385d469c-140b-4775-83e6-3c0e4c59d8b1,24,0,24,0,0,0,24
36,Воронежская область,25,Ольховатская,1c6fd344-fc2b-4d28-add7-ff2ad49c6cac,24,0,24,0,0,0,24
37,Ивановская область,12,Кинешемская,ab45c667-50a5-40a0-8d63-dcc2b30de903,24,0,24,0,0,0,24
38,Иркутская область,9,Жигаловская,b0e5c842-7ee8-41b9-ba6b-bf97d1531a19,24,0,24,0,0,0,24
38,Иркутская область,12,Зиминская районная,f2c576a7-29e4-4a6f-a008-ea5c5b239e74,24,0,24,0,0,0,24
45,Курганская область,26,Щучанская,9e961c65-ab3f-43c0-8afc-d71a44714d3a,24,0,24,0,0,0,24
48,Липецкая область,19,Становлянская,51393604-8117-442b-b208-03b472c71e2e,24,0,24,0,0,0,24
54,Новосибирская область,33,Новосибирский район,c2ec7ebb-db13-4738-9d1e-bc2775514e01,24,0,24,0,0,0,24
55,Омская область,25,ТИК по Седельниковскому району,b070ffac-46ea-425e-a7a3-d1fad6aa76c8,24,0,24,0,0,0,24
55,Омская область,39,ТИК по Омскому району (Округ № 141),34914418-4dd1-452a-9781-9776a9c2624c,24,0,24,0,0,0,24
56,Оренбургская область,3,Акбулакская,9097826f-ec72-4857-be24-04adc285759c,24,0,24,0,0,0,24
56,Оренбургская область,4,Александровская,50438490-0077-4c6b-a138-35d58dd70f8b,24,0,24,0,0,0,24
56,Оренбургская область,6,Беляевская,264b761f-5194-41b6-a08e-09874be1a010,24,0,24,0,0,0,24
57,Орловская область,23,Покровская,600b1fa5-1d9e-448e-a891-b14adb49f1de,24,0,24,0,0,0,24
60,Псковская область,24,Себежская,1d633ea8-ab48-4142-b322-362f92b1a8fe,24,0,24,0,0,0,24
61,Ростовская область,4,Багаевская,99fd8d99-658a-4ae3-961d-d272b1cacaf7,24,0,24,0,0,0,24
61,Ростовская область,9,Веселовская,ad84fda1-679f-4b5f-a817-1d92c45abced,24,0,24,0,0,0,24
61,Ростовская область,15,Егорлыкская,8726fa14-aaa7-465d-afbb-cfe9898fe007,24,0,24,0,0,0,24
61,Ростовская область,42,Родионово-Несветайская,de72d46f-7768-44ba-889c-cb428a2a9fcb,24,0,24,0,0,0,24
63,Самарская область,5,Большечерниговская,f697ac01-4bff-4869-9244-9d6d032efd16,24,0,24,0,0,0,24
63,Самарская область,23,Пестравская,c63c8bae-b924-466e-a5dd-ab74c5f8903b,24,0,24,0,0,0,24
63,Самарская область,37,Ставропольская-160,762fda01-c2f6-4bd7-8e4e-b21fa8771eb0,24,0,24,0,0,0,24
63,Самарская область,47,Шигонская,3abbb035-98f2-4cae-88da-8bf5d5de8d46,24,0,24,0,0,0,24
65,Сахалинская область,16,Холмская,9eaabb1f-95db-487c-8b49-77ff50d58f7c,24,0,24,0,0,0,24
68,Тамбовская область,15,Никифоровская ТИК,f5a324c0-d935-4f63-8e59-05ea4511a806,24,0,24,0,0,0,24
68,Тамбовская область,19,Рассказовская ТИК,5684933c-41b2-4fe7-9106-3d10dbed5a7e,24,0,24,0,0,0,24
68,Тамбовская область,21,Ржаксинская ТИК,b7141949-72ad-457c-a35c-daa0285df51e,24,0,24,0,0,0,24
69,Тверская область,4,Бологовская,6fe0011a-7677-43f9-951d-333b7ae4bae2,24,0,24,0,0,0,24
70,Томская область,10,Территориальная избирательная комиссия Кривошеинского района,94def0ba-c6aa-4013-9ccb-fe1c1544a214,24,0,24,0,0,0,24
72,Тюменская область,9,Исетская ТИК,c6b5399f-fe54-4c01-92d8-c3512b827f80,24,0,24,0,0,0,24
73,Ульяновская область,15,Сенгилеевская,ad4154c3-36c2-4f52-8342-1e025b43f1df,24,0,24,0,0,0,24
78,город Санкт-Петербург,214,ТИК №45 (214),1f83939c-22a8-4b30-9858-f287ec9e6229,24,0,24,0,0,0,24
78,город Санкт-Петербург,216,ТИК №2 (216),534fd730-e050-41a5-ac1e-b2f82c738524,24,0,24,0,0,0,24
96,Луганская Народная Республика,15,ТИК Лутугинского района,85c691b7-f89a-4af4-b739-1149bc979468,24,0,24,0,0,0,24
3,Республика Башкортостан,47,Сибайская городская,199c8775-76e3-4b93-bed1-b0a637db5f9a,23,0,23,0,0,0,23
6,Республика Ингушетия,5,Малгобекская,ce89d7a9-35db-46fd-9f04-56fc5a6500e9,23,0,23,0,0,0,23
7,Кабардино-Балкарская Республика,10,Урванская,d28a2df4-1933-4a6e-9d37-ce3d4b9d2b83,23,0,23,0,0,0,23
9,Карачаево-Черкесская Республика,6,по Прикубанскому району,5b8cd370-0f27-4e5c-994e-e8ec5a708ef5,23,0,23,0,0,0,23
11,Республика Коми,17,Усть-Вымская,cfeed1ca-9aaf-4fbd-b47b-a67ab665e4d8,23,0,23,0,0,0,23
13,Республика Мордовия,6,Дубенская,b1eb420b-ec1c-4f49-896f-849deaf7929b,23,0,23,0,0,0,23
13,Республика Мордовия,21,Старошайговская,2a887c95-dbc7-40cf-853b-6ebcdc3fb260,23,0,23,0,0,0,23
13,Республика Мордовия,22,Темниковская,bf835a8a-b7b1-4e6b-9d50-5b33ea322e75,23,0,23,0,0,0,23
14,Республика Саха (Якутия),13,Кобяйская,4eeb9cc1-54f5-401b-b583-d02fcc13a039,23,0,23,0,0,0,23
16,Республика Татарстан (Татарстан),12,Атнинская,cef91d9b-273e-4cdf-b427-e05d7a047ebf,23,0,23,0,0,0,23
16,Республика Татарстан (Татарстан),23,Елабужская,9a7de83d-7f39-40f2-a08f-ba0f6484706a,23,0,23,0,0,0,23
18,Удмуртская Республика,32,Юкаменский район,d4c715e3-7e8e-4fd1-a951-25fe55890b02,23,0,23,0,0,0,23
21,Чувашская Республика - Чувашия,3,Аликовская,64a38cd5-da86-4ca6-a978-2ec772a08350,23,0,23,0,0,0,23
22,Алтайский край,3,Алтайская,1a8d5838-7da2-4222-9fe9-0f3bb5f5135c,23,0,23,0,0,0,23
23,Краснодарский край,15,Кавказская,ee7918b4-df11-4cea-a50c-73234c44ab11,23,0,23,0,0,0,23
25,Приморский край,7,ТИК №1 Первореченского района города Владивостока,f4c1d252-6faa-4aa8-93b7-d44ed5427170,23,0,23,0,0,0,23
25,Приморский край,34,ТИК города Фокино,3e56dbce-6dcb-4bd2-a026-6c645f7aa134,23,0,23,0,0,0,23
26,Ставропольский край,33,Труновская,b1d8e867-bdd1-44b4-b6a9-2478b21596f6,23,0,23,0,0,0,23
29,Архангельская область,17,Каргопольская,59b1ee7d-f62d-4932-8af1-0012373657ce,23,0,23,0,0,0,23
32,Брянская область,6,Брянская - 82,0c74753d-6463-437f-9b9e-a50ad08c239d,23,0,23,0,0,0,23
32,Брянская область,20,Красногорская,e1d842cb-6f77-4e99-84c8-68697f335a35,23,0,23,0,0,0,23
32,Брянская область,22,Навлинская,89fe7fce-f1ee-4d38-8eb6-d807361be799,23,0,23,0,0,0,23
33,Владимирская область,19,Селивановская,90ffa559-ab76-493f-89dd-afda6feeda61,23,0,23,0,0,0,23
34,Волгоградская область,33,Кумылженская,cf03644e-7583-484a-89a9-7bcdada1624a,23,0,23,0,0,0,23
34,Волгоградская область,38,Старополтавская,2e502bb3-7656-49a2-b558-a96b8a8ff8a8,23,0,23,0,0,0,23
43,Кировская область,5,Верхнекамская,fab857c1-1a7e-496d-ab32-96c75c056367,23,0,23,0,0,0,23
45,Курганская область,14,Мишкинская,617d70dd-f904-4c37-8107-4ff0cde4ff83,23,0,23,0,0,0,23
45,Курганская область,24,Шатровская,5f8e27aa-931f-40dc-a0d7-41c8413c1cff,23,0,23,0,0,0,23
46,Курская область,14,Курская,d5f004b1-e7d5-40e3-94cd-3de6508ec775,23,0,23,0,0,0,23
46,Курская область,15,Курчатовская,863d9e92-e370-43a8-a72b-6f746d929e7b,23,0,23,0,0,0,23
46,Курская область,22,Пристенская,ac422a6e-e242-400b-8a0b-062f456d36a3,23,0,23,0,0,0,23
46,Курская область,25,Солнцевская,7986790e-d648-4464-bee7-b3a35b78f470,23,0,23,0,0,0,23
46,Курская область,30,Черемисиновская,aaab6050-6248-419f-844c-91c3948be69a,23,0,23,0,0,0,23
46,Курская область,32,Железногорская,0db43d67-6b7c-4cfc-bb75-94f3af3dced3,23,0,23,0,0,0,23
50,Московская область,4,Лыткарино (126 округ ГД),2cfaab95-c537-42b8-87ed-d52d95f7f8f2,23,0,23,0,0,0,23
53,Новгородская область,15,Пестовская,ac129a23-1f08-44f6-ae6d-0895c437549b,23,0,23,0,0,0,23
56,Оренбургская область,5,Асекеевская,111fbbec-5e78-42fe-9771-c755c28f99bb,23,0,23,0,0,0,23
57,Орловская область,24,Свердловская,0935eff0-9ff3-4c74-95b6-aab8f29cdf6d,23,0,23,0,0,0,23
61,Ростовская область,46,"Ростов-на-Дону, Ленинская",cbc953eb-7538-44b0-92b9-a52ed8da2048,23,0,23,0,0,0,23
62,Рязанская область,8,Милославская,69433466-a120-4f7d-b021-4949cf82326b,23,0,23,0,0,0,23
63,Самарская область,15,Клявлинская,8e2a78b1-5873-4444-98c9-493296204946,23,0,23,0,0,0,23
64,Саратовская область,22,Новобурасская,602886f6-4cdb-4b32-9d4e-5a3f8c31cc85,23,0,23,0,0,0,23
67,Смоленская область,7,Дорогобужская,1e2797a0-7b6c-4cfd-95c9-efe5f73daf73,23,0,23,0,0,0,23
69,Тверская область,20,Максатихинская,ad48a3f8-2785-45ac-acb0-89aedf0fc7d5,23,0,23,0,0,0,23
69,Тверская область,25,Осташковская,09849aad-9e4e-46ef-9098-0b4bcd8d8b36,23,0,23,0,0,0,23
69,Тверская область,38,"Тверь, Центральная",4b8560d3-9943-4e97-8c26-3294be55e78d,23,0,23,0,0,0,23
72,Тюменская область,14,Омутинская ТИК,10f5b674-ba35-4384-9e16-500964824bf7,23,0,23,0,0,0,23
72,Тюменская область,28,Ярковская ТИК,0df505f9-27f4-4faf-b9fd-31d6539f24ba,23,0,23,0,0,0,23
89,Ямало-Ненецкий автономный округ,3,Приуральская,3158e108-3e92-4296-beca-b150884aff04,23,0,23,0,0,0,23
90,Пермский край,4,Березовская,e3e0efd4-ec24-4596-bf3d-489d3a8dd47d,24,1,23,0,0,0,23
90,Пермский край,54,Юсьвинская,3df981e8-5ccc-4761-a3f8-d57d16240f03,24,1,23,0,0,0,23
92,Забайкальский край,18,Карымская,08084217-9150-44c5-8960-5b3defa05cbb,23,0,23,0,0,0,23
92,Забайкальский край,20,Красночикойская,246ab9f2-b600-470c-bb09-83012cece472,23,0,23,0,0,0,23
93,Республика Крым,12,ТИК Красноперекопского района,0621cbcd-c2fd-4237-a381-1711818b9b93,23,0,23,0,0,0,23
93,Республика Крым,24,ТИК города Судака,03e25775-f3d2-4856-b4ad-4f96b2efa5af,23,0,23,0,0,0,23
95,Донецкая Народная Республика,11,ТИК №11,daba0637-cf39-465c-9fe5-436f7b3946e5,23,0,23,0,0,0,23
95,Донецкая Народная Республика,15,ТИК №15,7fdc6e3c-1b5a-485a-8054-76e6ce3172d6,23,0,23,0,0,0,23
95,Донецкая Народная Республика,32,ТИК №32,453e05b2-471c-4381-a75f-4afa0b72036e,23,0,23,0,0,0,23
97,Запорожская область,4,Мелитопольская районная,e4508403-3412-4681-8cd1-419125e2b28e,23,0,23,0,0,0,23
97,Запорожская область,8,Бердянская 1,44f0494c-d62a-4275-8168-16ec03622c28,23,0,23,0,0,0,23
97,Запорожская область,11,Черниговская,f3687386-941e-44ba-b6f9-88e832780c92,23,0,23,0,0,0,23
1,Республика Адыгея (Адыгея),3,Кошехабльская,937a7727-d445-4912-a53c-affb6a960ea8,22,0,22,0,0,0,22
4,Республика Бурятия,20,Тарбагатайская,af810527-1871-47f3-9491-389d9a9a3944,22,0,22,0,0,0,22
5,Республика Дагестан,45,Унцукульская,e4de2d17-5a1b-4d5e-b0ce-fdc7807bf5bc,22,0,22,0,0,0,22
6,Республика Ингушетия,6,Назрановская городская,469d505b-6405-4b8c-ad3b-1f84c9dc0b47,22,0,22,0,0,0,22
10,Республика Карелия,6,Лахденпохская,c0803df6-b428-41cb-88f8-43ae9dfb5e1c,22,0,22,0,0,0,22
10,Республика Карелия,10,Олонецкая,1e6dd5e0-61c9-4c27-8d8e-d695116ee786,22,0,22,0,0,0,22
13,Республика Мордовия,9,Инсарская,bb19a1e0-cd7a-4195-aeab-65a0faae3b3e,22,0,22,0,0,0,22
14,Республика Саха (Якутия),9,Верхоянская,24569868-57cd-451b-9c4f-d8d032b89037,22,0,22,0,0,0,22
18,Удмуртская Республика,25,город Можга,ed056e3e-0a52-4dda-9f0c-d6a3199a84ac,22,0,22,0,0,0,22
19,Республика Хакасия,2,Алтайская,37bf8985-962d-4cb1-bd18-ddcfb142364b,22,0,22,0,0,0,22
19,Республика Хакасия,8,Таштыпская,5e524859-02fb-4282-8759-6c06c17bb9e9,22,0,22,0,0,0,22
20,Чеченская Республика,12,Надтеречная,dbeff768-6a44-496d-b75f-b0aa2628fc84,22,0,22,0,0,0,22
20,Чеченская Республика,19,Шатойская,7c7c0edd-dd04-44c0-be7e-3d6837ebc815,22,0,22,0,0,0,22
22,Алтайский край,36,Кытмановская,feea2895-61cd-4826-8664-e77bf6935ff7,22,0,22,0,0,0,22
22,Алтайский край,38,Мамонтовская,d5f9f725-ea9e-48d1-b0c9-bcabb203d2b7,22,0,22,0,0,0,22
22,Алтайский край,48,Ребрихинская,e7bff9ba-0cec-448c-bd6d-cdcbec926cb2,22,0,22,0,0,0,22
23,Краснодарский край,1,Апшеронская,f843c729-90e3-40b1-b8dc-d0c4801e9874,22,0,22,0,0,0,22
23,Краснодарский край,47,Староминская,0f3ac4f6-bd05-4082-bec5-fc487d8790f8,22,0,22,0,0,0,22
24,Красноярский край,19,Территориальная избирательная комиссия  ЗАТО город  Зеленогорск Красноярского края,a7719318-b890-407a-9de1-3b1bf92fe475,22,0,22,0,0,0,22
24,Красноярский край,21,Территориальная избирательная комиссия № 2 Идринско-Краснотуранского округа Красноярского края,008e1baf-ff81-45e8-80d4-afa33129df21,22,0,22,0,0,0,22
24,Красноярский край,22,Территориальная избирательная комиссия № 1 Иланско-Нижнеингашского округа Красноярского края,903dd395-199c-4c1f-ad7b-d293cc1f32ec,22,0,22,0,0,0,22
24,Красноярский край,24,Территориальная избирательная комиссия № 1 Казачинско-Пировского округа Красноярского края,4d3c3000-52f1-4fa1-aa4e-69c7e747efec,22,0,22,0,0,0,22
24,Красноярский край,50,Территориальная избирательная комиссия Сосновоборского округа Красноярского края,fea86468-8540-4f6e-8902-e6fd97b3b343,22,0,22,0,0,0,22
25,Приморский край,39,ТИК Шкотовского района,484a685c-2585-482f-898a-cba3905b7474,22,0,22,0,0,0,22
28,Амурская область,6,Бурейского округа,5a566469-6b1d-4221-a26c-a7c48f214f08,22,0,22,0,0,0,22
32,Брянская область,30,Суземская,77c74a8f-dd92-42b9-8dc8-66de78ba4e7c,22,0,22,0,0,0,22
34,Волгоградская область,2,Быковская,311cddf9-1fcc-4d31-b61a-eebccac189e1,22,0,22,0,0,0,22
34,Волгоградская область,24,Ленинская,2135fe23-75fd-439c-9231-89bddcd3a331,22,0,22,0,0,0,22
34,Волгоградская область,34,Руднянская,f767d572-3a74-4346-9aba-ff820d9960eb,22,0,22,0,0,0,22
36,Воронежская область,17,Каменская,cc16a6dc-fe67-46d4-9917-35673f1c5094,22,0,22,0,0,0,22
38,Иркутская область,29,Саянская,079cf3fc-fcc3-4083-a4b4-9bae36a04af7,22,0,22,0,0,0,22
39,Калининградская область,1,Багратионовская,e1579b5b-0bd0-4e7b-a38e-cd85ddab1241,22,0,22,0,0,0,22
40,Калужская область,1,Бабынинская,44b14e95-56cc-4ed4-851e-9fef0fbb2cc1,22,0,22,0,0,0,22
43,Кировская область,19,Котельничская,f9cf5ae0-6b4e-404a-80f0-02b7b79bbdeb,22,0,22,0,0,0,22
43,Кировская область,23,Лузская,afb78400-80d4-40f6-ad81-9e1dcf2afe22,22,0,22,0,0,0,22
45,Курганская область,15,Мокроусовская,45497ba5-27a3-4c76-83c9-a8fb7a2f3d8d,22,0,22,0,0,0,22
45,Курганская область,19,Сафакулевская,1399e716-4f3c-4359-ab92-f037abfd23e0,22,0,22,0,0,0,22
46,Курская область,18,Медвенская,a5f9e20b-7a7c-4152-93c0-38a777589934,22,0,22,0,0,0,22
46,Курская область,20,Октябрьская,aa8bcf2b-4acc-4a60-ab01-3d344cc071da,22,0,22,0,0,0,22
48,Липецкая область,1,Воловская,a873a334-c153-49e1-97b7-848420828efd,22,0,22,0,0,0,22
48,Липецкая область,14,"Липецк, Левобережная",d48aa302-389e-4fe3-b5b3-d17969c8d0bb,22,0,22,0,0,0,22
50,Московская область,7,Серебряные Пруды (120 округ ГД),7dd29d9c-83b5-4492-a905-3769e5fb415e,22,0,22,0,0,0,22
54,Новосибирская область,7,Доволенский муниципальный округ,0985a794-5b0d-4a97-a289-f23e216601ab,22,0,22,0,0,0,22
